dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_src_dport_ltm,ct_dst_sport_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,is_sm_ips_ports,attack_cat,label
0.592133,udp,-,CON,4,4,568,304,11.821669,5755.464,3080.3892,0,0,168.02367,144.922,237.61073,204.94643,0,0,0,0,0.0,0.0,0.0,142,76,0,0,2,1,0,0,0,0,Normal,0
0.484749,tcp,-,FIN,12,8,998,706,39.19554,15100.599,10199.093,3,2,44.06809,60.415283,2119.735,81.23334,255,354204084,4198907062,255,0.124509,0.061055,0.063454,83,88,0,0,2,1,0,0,0,0,Fuzzers,1
1.430365,tcp,-,FIN,16,18,1540,1644,23.071035,8076.2603,8685.8955,4,4,95.33507,84.07076,6513.999,188.3928,255,1609425985,1119234352,255,0.00195,0.001161,0.000789,96,91,0,0,14,1,0,0,0,0,Normal,0
0.684129,tcp,http,FIN,10,8,788,2088,24.849115,8302.527,21364.393,2,2,76.014336,86.206,3837.072,141.54451,255,3150980577,1598594409,255,0.149761,0.079946,0.069815,79,261,1,638,1,1,0,0,1,0,Exploits,1
0.199274,tcp,-,FIN,10,6,610,268,75.27324,22040.004,8992.644,2,1,20.981443,36.7814,1288.6066,62.24336,255,2493595316,3424460037,255,0.026876,0.015364,0.011512,61,45,0,0,1,1,0,0,0,0,Shellcode,1
1.93347,tcp,-,FIN,10,8,564,354,8.792482,2101.9204,1282.668,2,1,214.73067,260.2087,13095.631,386.39758,255,474446846,1608724119,255,0.253951,0.112,0.141951,56,44,0,0,1,1,0,0,0,0,Reconnaissance,1
12.33295,tcp,http,FIN,8,10,1052,824,1.378421,597.424,481.31226,2,2,1761.7408,1370.2675,146885.19,3867.564,255,4276551658,4277632763,255,0.000678,0.000531,0.000147,132,82,1,83,2,1,0,0,1,0,Normal,0
3e-06,udp,-,INT,2,0,190,0,333333.3,253333330.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,95,0,0,0,2,1,0,0,0,0,Fuzzers,1
8e-06,unas,-,INT,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,5,0,0,0,0,Backdoor,1
0.001123,udp,dns,CON,2,2,132,164,2671.4158,470169.16,584149.56,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,1,1,0,0,0,0,Normal,0
9e-06,udp,-,INT,2,0,104,0,111111.11,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,4,1,0,0,0,0,Fuzzers,1
3e-06,compaq-peer,-,INT,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Exploits,1
2.26189,tcp,-,FIN,16,18,1540,1644,14.589569,5107.2334,5492.752,4,4,150.77141,132.98529,10570.268,312.60883,255,2956554777,3162024605,255,0.001941,0.001139,0.000802,96,91,0,0,9,1,0,0,0,0,Normal,0
0.911283,tcp,-,FIN,16,18,1540,1644,36.21268,12676.633,13633.525,4,4,60.2664,53.362766,4295.0903,96.88242,255,3264873345,3398453244,255,0.004989,0.004115,0.000874,96,91,0,0,13,1,0,0,0,0,Normal,0
1e-05,scps,-,INT,2,0,200,0,100000.0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,DoS,1
0.018726,tcp,-,FIN,16,18,1540,1644,1762.2556,616896.25,663462.56,4,4,1.2266,1.140813,74.693085,2.285301,255,3489200899,1344588501,255,0.000593,0.00047,0.000123,96,91,0,0,6,1,0,0,0,0,Normal,0
9e-06,unas,-,INT,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,3,0,0,0,0,Analysis,1
8e-06,unas,-,INT,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,4,0,0,0,0,Backdoor,1
1.379043,tcp,-,FIN,16,18,1540,1644,23.929638,8376.824,9009.146,4,4,91.91013,79.30582,6219.755,157.65952,255,926976487,3279049701,255,0.036648,0.030843,0.005805,96,91,0,0,14,1,0,0,0,0,Normal,0
0.638471,tcp,-,FIN,10,8,564,354,26.62611,6365.207,3884.2798,2,1,70.43878,90.27386,5575.167,140.16142,255,3420231072,4060011150,255,0.052158,0.006546,0.045612,56,44,0,0,1,1,0,0,0,0,Reconnaissance,1
0.021029,tcp,-,FIN,16,18,1540,1644,1569.2616,549336.6,590803.2,4,4,1.3814,1.194177,83.001625,2.350506,255,319621896,325598658,255,0.000891,0.000719,0.000172,96,91,0,0,3,1,0,0,0,0,Normal,0
0.765948,tcp,ftp,FIN,14,12,750,682,32.639294,7279.8677,6538.3027,4,4,58.90577,64.38736,3026.567,78.34903,255,177151243,1059375229,255,0.111537,0.057679,0.053858,54,57,0,0,1,1,1,1,0,0,Fuzzers,1
8e-06,udp,-,INT,2,0,104,0,125000.0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,7,1,0,0,0,0,Fuzzers,1
0.868413,tcp,-,FIN,10,8,534,354,19.57594,4431.072,2855.7842,2,1,96.49033,110.873856,6159.1787,147.70071,255,3626282909,794414015,255,0.117453,0.091537,0.025916,53,44,0,0,3,2,0,0,0,0,Fuzzers,1
0.000964,udp,dns,CON,2,2,132,164,3112.0332,547717.8,680497.94,0,0,0.009,0.005,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,1,1,0,0,0,0,Normal,0
3e-06,unas,-,INT,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,3,0,0,0,0,Backdoor,1
0.731259,tcp,-,FIN,10,6,774,268,20.512568,7625.2056,2450.568,2,1,78.829445,132.7146,4738.4023,231.73969,255,3814814049,609358649,255,0.13825,0.067685,0.070565,77,45,0,0,1,1,0,0,0,0,Fuzzers,1
0.022551,tcp,-,FIN,16,18,1540,1644,1463.3497,512261.1,550929.0,4,4,1.483,1.299412,93.8288,2.758136,255,667105387,672697079,255,0.000572,0.000458,0.000114,96,91,0,0,6,1,0,0,0,0,Normal,0
1.53539,tcp,-,FIN,28,42,2198,34406,44.93972,11046.054,175001.78,5,15,56.85152,37.42254,4486.9224,2969.8745,255,1024520534,1166324201,255,0.001935,0.001065,0.00087,79,819,0,0,5,1,0,0,0,0,Normal,0
0.946291,tcp,-,FIN,10,6,534,268,15.85136,4066.4023,1893.7092,2,1,102.09267,171.98941,5597.182,289.72058,255,1001059075,4035278424,255,0.167056,0.086335,0.080721,53,45,0,0,1,1,0,0,0,0,Fuzzers,1
1.5e-05,udp,-,INT,2,0,168,0,66666.67,44800000.0,0.0,0,0,0.015,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,1,0,0,0,0,Normal,0
4e-06,unas,-,INT,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,3,0,0,0,0,Backdoor,1
0.070694,tcp,ftp-data,FIN,6,8,320,1826,183.89114,30214.729,180835.72,1,2,14.0654,10.032571,986.1075,15.939722,255,2959133127,2971397277,255,0.00058,0.000461,0.000119,53,228,0,0,1,1,0,0,0,0,Normal,0
9e-06,ifmp,-,INT,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,1,1,0,0,0,0,DoS,1
3e-06,udp,-,INT,2,0,168,0,333333.3,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,1,0,0,0,0,Reconnaissance,1
3.680405,tcp,-,FIN,16,18,1540,1644,8.966405,3138.7852,3375.7156,4,4,245.33894,215.55412,18217.947,401.57626,255,3444872265,1238040386,255,0.016818,0.015982,0.000836,96,91,0,0,9,1,0,0,0,0,Normal,0
2.740653,tcp,-,FIN,38,40,2438,18508,28.095493,6929.7354,52676.496,7,13,74.06313,70.25918,5081.9023,4933.911,255,326968932,1521514193,255,0.000666,0.000541,0.000125,64,463,0,0,1,1,0,0,0,0,Normal,0
0.500913,tcp,-,FIN,12,10,1614,804,41.923447,23636.838,11562.886,3,2,45.537544,52.031776,3145.6184,101.41247,255,3604173863,3322969265,255,0.078354,0.031981,0.046373,135,80,0,0,1,1,0,0,0,0,Fuzzers,1
0.462496,tcp,-,FIN,10,6,562,268,32.432713,8752.508,3874.628,2,1,49.584778,73.791,2640.181,128.26656,255,1253739970,4260228448,255,0.142918,0.093538,0.04938,56,45,0,0,2,1,0,0,0,0,Fuzzers,1
1.007031,tcp,http,FIN,60,14,68195,612,72.490326,532726.44,4520.2188,27,1,14.902949,71.53377,1504.9202,83.16527,255,3921209846,3933383815,255,0.111073,0.077087,0.033986,1137,44,1,0,1,1,0,0,1,0,Fuzzers,1
7.157289,tcp,http,FIN,12,18,1580,10168,4.051813,1619.6077,10734.791,3,5,650.6286,420.83423,43355.95,34565.4,255,329550898,2680741680,255,0.003238,0.003104,0.000134,132,565,1,3924,2,1,0,0,1,0,Normal,0
0.659893,tcp,-,FIN,12,10,1258,798,31.823341,13990.147,8716.565,3,2,59.990273,66.928665,3980.8794,99.87865,255,3832036892,2622589443,255,0.098481,0.056843,0.041638,105,80,0,0,1,1,0,0,0,0,Fuzzers,1
4.116069,tcp,-,FIN,80,80,4654,72810,38.629093,8932.795,139744.98,7,33,52.76451,52.094315,3805.8105,107.66274,255,882064572,882366273,255,0.00075,0.000609,0.000141,58,910,0,0,1,1,0,0,0,0,Normal,0
4.731851,tcp,-,FIN,40,150,1956,186028,39.942085,3225.7988,312415.6,6,73,121.32951,30.308523,6548.6934,3144.4255,255,744874329,330980661,255,0.322984,0.215426,0.107558,49,1240,0,0,1,1,0,0,0,0,Exploits,1
7.000621,tcp,smtp,FIN,52,42,37358,3380,13.284536,41870.57,3771.094,18,8,137.26033,170.73349,12100.66,388.43018,255,4134100594,1985619448,255,0.000663,0.000544,0.000119,718,80,0,0,1,1,0,0,0,0,Normal,0
0.019951,tcp,-,FIN,16,18,1540,1644,1654.0524,579018.56,622725.6,4,4,1.308867,1.217812,82.515015,2.214173,255,3644168609,3645441502,255,0.000591,0.00046,0.000131,96,91,0,0,6,1,0,0,0,0,Normal,0
8e-06,unas,-,INT,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,3,0,0,0,0,Backdoor,1
29.428701,tcp,-,FIN,66,66,3910,51808,4.451437,1046.8691,13870.541,7,26,452.74402,452.73917,95929.63,3000.0298,255,1489417639,1489754998,255,0.000803,0.000649,0.000154,59,785,0,0,1,1,0,0,0,0,Normal,0
0.54327,tcp,-,FIN,10,6,756,268,27.61058,10028.163,3298.544,2,1,56.854443,92.027794,3017.7317,147.6328,255,2646729391,854331780,255,0.162224,0.083124,0.0791,76,45,0,0,2,1,0,0,0,0,Fuzzers,1
0.709962,tcp,-,FIN,10,8,756,354,23.944942,7673.65,3493.1445,2,1,72.92589,94.71814,4871.651,153.10944,255,1936172150,997831261,255,0.119303,0.046927,0.072376,76,44,0,0,2,1,0,0,0,0,Fuzzers,1
15.625852,tcp,-,FIN,22,24,1920,4312,2.879843,938.4448,2115.9807,6,6,744.0706,679.2024,69599.32,66483.555,255,1517033026,1519454427,255,0.154031,0.004192,0.149839,87,180,0,0,4,1,0,0,0,0,Normal,0
9e-06,udp,-,INT,2,0,104,0,111111.11,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,1,0,0,0,0,Fuzzers,1
3e-06,unas,-,INT,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,6,0,0,0,0,Backdoor,1
1.28194,tcp,http,FIN,10,8,1022,354,13.261151,5741.2983,1934.568,2,1,142.347,169.44772,7976.7236,293.32867,255,3626906084,22058866,255,0.226978,0.095804,0.131174,102,44,1,0,1,1,0,0,1,0,Reconnaissance,1
0.046092,tcp,-,FIN,30,42,2302,34406,1540.3975,386357.72,5829558.5,5,15,1.634893,1.112317,91.11824,68.72356,255,1494584700,1497920171,255,0.000607,0.000484,0.000123,77,819,0,0,6,1,0,0,0,0,Normal,0
0.00236,udp,dns,CON,2,2,130,162,1271.1864,220338.98,274576.28,0,0,0.009,0.003,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,1,1,0,0,0,0,Normal,0
4e-05,swipe,-,INT,1,0,60,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,60,0,0,0,3,3,0,0,0,0,Reconnaissance,1
0.076734,tcp,-,FIN,16,18,1540,1644,430.0571,150546.05,161909.98,4,4,5.094333,4.485706,314.8887,7.845301,255,3619135083,3636767818,255,0.000586,0.000471,0.000115,96,91,0,0,17,1,0,0,0,0,Normal,0
5e-06,udp,-,INT,2,0,168,0,200000.0,134400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,1,0,0,0,0,Reconnaissance,1
3.733983,tcp,http,FIN,8,10,1052,824,4.552779,1973.228,1589.7234,2,2,533.1089,414.82388,40879.613,1123.4238,255,3174099288,3170982228,255,0.000715,0.000564,0.000151,132,82,1,83,2,1,0,0,1,0,Normal,0
32.7182,tcp,http,FIN,12,18,1580,10168,0.886357,354.29822,2348.2954,3,5,2974.3489,1924.5676,229096.2,182546.11,255,2447323940,303080644,255,0.000696,0.000543,0.000153,132,565,1,3924,2,1,0,0,1,0,Normal,0
1.609902,tcp,-,FIN,16,18,1540,1644,20.498142,7175.592,7717.2397,4,4,107.303406,99.5685,7069.165,183.43803,255,532006436,1001658950,255,0.018472,0.016803,0.001669,96,91,0,0,6,1,0,0,0,0,Normal,0
12.531057,tcp,-,FIN,80,80,4654,72810,12.688474,2934.15,45901.953,7,33,160.65056,160.64624,25381.348,787.3557,255,3217385312,3217725476,255,0.000792,0.000642,0.00015,58,910,0,0,1,1,0,0,0,0,Normal,0
0.020997,tcp,-,FIN,16,18,1540,1644,1571.6531,550173.8,591703.56,4,4,1.379,1.283375,85.73636,2.418452,255,1074592884,1079600143,255,0.000618,0.000462,0.000156,96,91,0,0,6,1,0,0,0,0,Normal,0
18.724417,tcp,-,FIN,80,80,4654,72810,8.491586,1963.6393,30719.248,7,33,237.01392,237.0101,31387.719,965.1038,255,2321579435,172316279,255,0.000759,0.00061,0.000149,58,910,0,0,1,1,0,0,0,0,Normal,0
0.024553,tcp,-,FIN,16,18,1540,1644,1344.0312,470492.38,506007.4,4,4,1.615133,1.417177,104.86864,2.677825,255,3584167655,3588738174,255,0.000582,0.00046,0.000122,96,91,0,0,6,1,0,0,0,0,Normal,0
36.64182,tcp,-,FIN,22,26,1920,4416,1.282687,400.1985,927.2465,6,6,1832.0725,1465.6465,201199.69,179966.31,255,3651514608,1502272758,255,0.000798,0.000643,0.000155,87,170,0,0,4,1,0,0,0,0,Normal,0
0.603104,tcp,-,FIN,10,6,756,268,24.871332,9033.268,2971.2952,2,1,63.265,102.34,3378.9753,159.63297,255,1560504988,1250924368,255,0.233888,0.091395,0.142493,76,45,0,0,1,1,0,0,0,0,Fuzzers,1
3e-06,udp,-,INT,2,0,104,0,333333.3,138666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,1,0,0,0,0,Fuzzers,1
2.618374,tcp,ftp,FIN,12,12,698,682,8.784077,1955.412,1912.6373,3,4,238.034,225.06027,17303.031,452.64206,255,2789406151,3913472140,255,0.151881,0.082832,0.069049,58,57,0,0,1,1,0,0,0,0,Fuzzers,1
1.255424,tcp,-,FIN,16,18,1540,1644,26.28594,9201.672,9896.258,4,4,89.647285,83.66207,6523.8613,243.28664,255,4121585250,3354246345,255,0.00064,0.000493,0.000147,96,91,0,0,13,1,0,0,0,0,Normal,0
0.830432,tcp,http,FIN,10,6,566,268,18.062887,4913.1055,2157.913,2,1,90.183556,138.8114,4959.2056,219.71837,255,3137250230,1884307075,255,0.201752,0.136366,0.065386,57,45,1,0,1,1,0,0,1,0,Fuzzers,1
0.542448,tcp,-,FIN,10,6,602,268,27.652422,7993.393,3303.5425,2,1,60.160778,93.0448,2889.1072,134.13095,255,1605970741,1101212366,255,0.126982,0.077223,0.049759,60,45,0,0,1,1,0,0,0,0,Fuzzers,1
0.72211,tcp,-,FIN,38,40,2438,18508,106.63196,26300.703,199925.22,7,13,19.441107,18.48259,0.0,1081.7778,255,7100017,1165353941,255,0.001399,0.001285,0.000114,64,463,0,0,1,1,0,0,0,0,Normal,0
0.020968,tcp,-,FIN,16,18,1540,1644,1573.8268,550934.75,592521.94,4,4,1.377333,1.206353,84.73652,2.437806,255,1074590957,3228106858,255,0.000575,0.000457,0.000118,96,91,0,0,6,1,0,0,0,0,Normal,0
1e-06,udp,-,INT,2,0,104,0,1000000.0,416000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,1,0,0,0,0,Fuzzers,1
3.662974,tcp,smtp,FIN,80,28,83134,2046,29.211235,179296.92,4309.067,36,8,46.36676,131.80244,6174.907,303.5093,255,1221704134,1447351719,255,0.116741,0.057256,0.059485,1039,73,0,0,1,1,0,0,0,0,Exploits,1
0.021693,tcp,-,FIN,16,18,1540,1644,1521.228,532522.0,572719.3,4,4,1.4246,1.249823,86.04596,2.584631,255,319621125,324520895,255,0.00056,0.000443,0.000117,96,91,0,0,3,1,0,0,0,0,Normal,0
2.708725,tcp,-,FIN,30,42,2302,34406,26.211594,6574.311,99196.484,5,15,96.728035,67.68855,6642.1597,6373.9946,255,2509908241,3095757206,255,0.002007,0.001177,0.00083,77,819,0,0,1,1,0,0,0,0,Normal,0
1.935433,tcp,ftp,FIN,14,12,788,682,12.917006,3025.6794,2587.5347,4,4,148.87946,164.14827,8851.527,233.9979,255,3159064391,2745201474,255,0.159512,0.096708,0.062804,56,57,0,0,1,1,0,0,0,0,Fuzzers,1
0.001032,udp,dns,CON,2,2,132,164,2906.9768,511627.94,635658.94,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,1,1,0,0,0,0,Normal,0
0.095752,tcp,-,FIN,16,18,1540,1644,344.64032,120645.0,129751.86,4,4,6.3634,5.602,423.07312,10.42641,255,3734938963,3760402584,255,0.000631,0.000517,0.000114,96,91,0,0,3,1,0,0,0,0,Normal,0
5e-06,unas,-,INT,2,0,200,0,200000.0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Analysis,1
1.5e-05,ipv6,-,INT,2,0,86,0,66666.67,22933334.0,0.0,0,0,0.015,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,43,0,0,0,1,1,0,0,0,0,Fuzzers,1
1.33096,tcp,-,FIN,66,66,3910,51808,98.42519,23147.201,306689.9,7,26,20.47146,20.4668,1158.817,30.449059,255,2212482755,2216965800,255,0.000759,0.000609,0.00015,59,785,0,0,1,1,0,0,0,0,Normal,0
9e-06,il,-,INT,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,1,1,0,0,0,0,Backdoor,1
0.739459,tcp,-,FIN,16,18,1540,1644,44.62722,15622.232,16801.473,4,4,49.274734,43.43371,3295.7185,98.24356,255,2869909234,3091545090,255,0.001851,0.001083,0.000768,96,91,0,0,4,1,0,0,0,0,Normal,0
0.008375,udp,dns,CON,2,2,132,164,358.20895,63044.773,78328.36,0,0,0.005,0.001,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,1,1,0,0,0,0,Normal,0
0.676569,tcp,-,FIN,10,8,588,354,25.12678,6266.9146,3665.5537,2,1,72.066,86.85171,5083.892,134.9286,255,1248712366,3550699774,255,0.128918,0.068606,0.060312,59,44,0,0,1,1,0,0,0,0,Fuzzers,1
0.015316,tcp,-,FIN,16,18,1540,1644,2154.6096,754243.94,811177.8,4,4,1.000533,0.873941,71.95731,1.480245,255,319617904,326173208,255,0.000567,0.000452,0.000115,96,91,0,0,3,1,0,0,0,0,Normal,0
2.621883,tcp,-,FIN,16,18,1540,1644,12.586374,4405.9937,4738.579,4,4,174.77074,156.482,10732.172,280.78354,255,2329909829,3366032108,255,0.118986,0.11817,0.000816,96,91,0,0,21,1,0,0,0,0,Normal,0
0.433047,tcp,-,FIN,10,6,588,268,34.63827,9791.085,4138.119,2,1,44.127888,76.3822,2488.5552,108.48815,255,379800168,3384071871,255,0.071134,0.051102,0.020032,59,45,0,0,2,1,0,0,0,0,Fuzzers,1
9e-06,udp,-,INT,2,0,184,0,111111.11,81777780.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,92,0,0,0,3,1,0,0,0,0,Fuzzers,1
23.65105,tcp,http,FIN,8,10,1052,824,0.718784,311.5295,250.98251,2,2,3378.408,2956.3118,282175.25,7813.7246,255,1789419752,3935947232,255,0.000702,0.000555,0.000147,132,82,1,83,5,1,0,0,1,0,Normal,0
32.022385,tcp,-,FIN,20,12,1176,536,0.968073,279.30463,122.91402,4,1,1684.5409,2905.7234,223539.44,8850.564,255,156921633,3408686011,255,0.142512,0.05942,0.083092,59,45,0,0,2,2,0,0,0,0,Fuzzers,1
32.022385,tcp,-,FIN,20,12,1176,536,0.968073,279.30463,122.91402,4,1,1684.5409,2905.7234,223539.44,8850.564,255,156921633,3408686011,255,0.142512,0.05942,0.083092,59,45,0,0,2,2,0,0,0,0,Fuzzers,1
9e-06,unas,-,INT,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Backdoor,1
0.236106,udp,-,CON,4,4,528,304,29.647701,13417.702,7725.3438,0,0,21.329334,59.673332,30.159283,84.377396,0,0,0,0,0.0,0.0,0.0,132,76,0,0,1,1,0,0,0,0,Normal,0
3.817336,tcp,-,FIN,38,40,2438,18508,20.171135,4975.1973,37819.043,7,13,103.16244,97.76503,6238.1147,6077.481,255,1201942923,3709058955,255,0.004638,0.004496,0.000142,64,463,0,0,1,1,0,0,0,0,Normal,0
0.649247,tcp,-,FIN,10,8,564,354,26.18418,6259.559,3819.8098,2,1,70.60089,91.09629,5355.539,141.66731,255,2465885031,3433634084,255,0.056952,0.011568,0.045384,56,44,0,0,1,1,0,0,0,0,Reconnaissance,1
12.300859,tcp,-,FIN,28,30,4656,3080,4.633823,2920.121,1936.7753,7,7,455.5756,439.2975,44864.094,1323.8423,255,952002404,955274590,255,0.000654,0.000525,0.000129,166,103,0,0,1,1,0,0,0,0,Normal,0
5e-06,unas,-,INT,2,0,200,0,200000.0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Backdoor,1
4e-06,udp,-,INT,2,0,196,0,250000.0,196000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,98,0,0,0,1,1,0,0,0,0,Shellcode,1
12.340065,tcp,http,FIN,12,18,1580,10168,2.350069,939.37915,6226.223,3,5,1121.7911,725.8538,69999.95,48046.066,255,2406615114,258100229,255,0.000691,0.000546,0.000145,132,565,1,3924,1,1,0,0,1,0,Normal,0
0.577641,tcp,-,FIN,10,6,2516,268,25.967686,31368.965,3102.2727,2,1,64.07278,98.926,3084.7183,148.05267,255,1136096243,3809826883,255,0.135007,0.083007,0.052,252,45,0,0,1,1,0,0,0,0,Fuzzers,1
0.280538,tcp,-,FIN,10,6,534,268,53.468693,13716.502,6387.7266,2,1,31.133333,47.785,1530.073,68.9438,255,913308051,1396540094,255,0.077879,0.041612,0.036267,53,45,0,0,2,1,0,0,0,0,Fuzzers,1
1e-06,udp,-,INT,2,0,104,0,1000000.0,416000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,1,0,0,0,0,Fuzzers,1
0.621307,tcp,-,FIN,16,18,1540,1644,53.11384,18593.062,19996.555,4,4,41.398197,36.245766,2825.8083,85.53536,255,209554959,2885334001,255,0.005269,0.005123,0.000146,96,91,0,0,15,1,0,0,0,0,Normal,0
0.001677,udp,-,CON,4,4,528,304,4174.1206,1889087.8,1087656.5,0,0,0.432333,0.206,0.606462,0.284257,0,0,0,0,0.0,0.0,0.0,132,76,0,0,1,1,0,0,0,0,Normal,0
0.414332,tcp,-,FIN,10,6,604,268,36.20285,10503.654,4325.034,2,1,46.03689,67.5612,2600.4531,128.1948,255,2687291769,3006365151,255,0.124701,0.057386,0.067315,60,45,0,0,1,1,0,0,0,0,Fuzzers,1
0.021614,tcp,-,FIN,16,18,1540,1644,1526.7882,534468.4,574812.6,4,4,1.420133,1.242882,82.625275,2.550874,255,1207103287,3356429790,255,0.0006,0.000483,0.000117,96,91,0,0,12,1,0,0,0,0,Normal,0
3.4e-05,udp,-,INT,2,0,744,0,29411.764,87529410.0,0.0,0,0,0.034,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,372,0,0,0,2,1,0,0,0,0,Fuzzers,1
0.001045,udp,dns,CON,2,2,132,164,2870.8132,505263.12,627751.2,0,0,0.009,0.001,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,1,1,0,0,0,0,Normal,0
0.512399,tcp,-,FIN,16,18,1540,1644,64.40293,22544.93,24246.729,4,4,34.139,31.980625,2477.8972,80.988174,255,989554329,1288792339,255,0.000869,0.000706,0.000163,96,91,0,0,11,1,0,0,0,0,Normal,0
8e-06,udp,-,INT,2,0,1784,0,125000.0,892000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,892,0,0,0,10,1,0,0,0,0,Normal,0
50.0044,ospf,-,INT,6,0,384,0,0.099991,51.195496,0.0,0,0,10000.88,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,1,2,0,0,0,0,Normal,0
2.855908,tcp,-,FIN,30,42,2302,34406,24.860746,6235.495,94084.266,5,15,101.98539,71.01782,6746.691,6240.014,255,3124037712,3315634961,255,0.016001,0.015194,0.000807,77,819,0,0,3,1,0,0,0,0,Normal,0
1.033879,tcp,-,FIN,80,80,4654,72810,153.78975,35563.156,556351.4,7,33,13.083266,13.079506,837.3498,22.98898,255,1507096992,1507369910,255,0.000739,0.000593,0.000146,58,910,0,0,1,1,0,0,0,0,Normal,0
8e-06,pipe,-,INT,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Backdoor,1
0.528144,tcp,-,FIN,10,6,550,268,28.401344,7497.955,3393.014,2,1,58.608112,91.268,2970.592,120.843445,255,1971426036,455725100,255,0.114478,0.071801,0.042677,55,45,0,0,1,1,0,0,0,0,Fuzzers,1
